2016_07_21 21_10,7231,108886,110
2016_07_21 21_20,7231,108886,110
2016_07_21 21_30,7231,108886,110
2016_07_21 21_40,7231,108886,110
2016_07_21 21_50,7231,108886,110
2016_07_21 22_00,7231,108886,110
2016_07_21 22_10,7231,108886,110
2016_07_21 22_20,7231,108886,110
2016_07_21 22_30,7231,108886,110
2016_07_21 22_40,7231,108886,110
2016_07_21 22_50,7231,108886,110
2016_07_21 23_00,7231,108886,110
2016_07_21 23_10,7231,108886,110
2016_07_21 23_20,7759,108886,110
2016_07_21 23_30,7759,108886,110
2016_07_21 23_40,7759,109369,110
2016_07_21 23_50,7759,109369,110
2016_07_22 00_00,7759,109369,110
2016_07_22 00_10,7759,109369,110
2016_07_22 00_20,7759,109369,110
2016_07_22 00_30,7759,109369,110
2016_07_22 00_40,7759,109369,110
2016_07_22 00_50,7759,109369,110
2016_07_22 01_00,7759,109369,110
2016_07_22 01_10,7759,109369,110
2016_07_22 01_20,7759,109369,110
2016_07_22 01_30,7759,109369,110
2016_07_22 01_40,7759,109369,110
2016_07_22 01_50,7759,109369,110
2016_07_22 02_00,7759,109369,110
2016_07_22 02_10,7759,109369,110
2016_07_22 02_20,7759,109369,110
2016_07_22 02_30,7759,109369,110
2016_07_22 02_40,7759,109369,110
2016_07_22 02_50,7759,109369,110
2016_07_22 03_00,7759,109369,110
2016_07_22 03_10,7759,109369,110
2016_07_22 03_20,8196,109777,110
2016_07_22 03_30,8196,109777,110
2016_07_22 03_40,8196,109777,110
2016_07_22 03_50,8196,109777,110
2016_07_22 04_00,8196,109777,110
2016_07_22 04_10,8196,109777,110
2016_07_22 04_20,8196,109777,110
2016_07_22 04_30,8196,109777,110
2016_07_22 04_40,8196,109777,110
2016_07_22 04_50,8196,109777,110
2016_07_22 05_00,8196,109777,110
2016_07_22 05_10,8196,109777,110
2016_07_22 05_20,8196,109777,110
2016_07_22 05_30,8196,109777,110
2016_07_22 05_40,8196,109777,110
2016_07_22 05_50,8196,109777,110
2016_07_22 06_00,8196,109777,110
2016_07_22 06_10,8196,109777,110
2016_07_22 06_20,8196,109777,110
2016_07_22 06_30,8196,109777,110
2016_07_22 06_40,8196,109777,110
2016_07_22 06_50,8196,109777,110
2016_07_22 07_00,8196,109777,110
2016_07_22 07_10,8196,109777,110
2016_07_22 07_20,8196,109991,110
2016_07_22 07_30,8435,109777,110
2016_07_22 07_40,8435,109991,110
2016_07_22 07_50,8435,109991,110
2016_07_22 08_00,8435,109991,110
2016_07_22 08_10,8435,109991,110
2016_07_22 08_20,8435,109991,110
2016_07_22 08_30,8435,109991,110
2016_07_22 08_40,8435,109991,110
2016_07_22 08_50,8435,109991,110
2016_07_22 09_00,8435,109991,110
2016_07_22 09_10,8435,109991,110
2016_07_22 09_20,8435,109991,110
2016_07_22 09_30,8435,109991,110
2016_07_22 09_40,8435,109991,110
2016_07_22 09_50,8435,109991,110
2016_07_22 10_00,8435,109991,110
2016_07_22 10_10,8435,109991,110
2016_07_22 10_20,8435,109991,110
2016_07_22 10_30,8435,109991,110
2016_07_22 10_40,8435,109991,110
2016_07_22 10_50,8435,109991,110
2016_07_22 11_00,8435,109991,110
2016_07_22 11_10,8713,110258,110
2016_07_22 11_20,8713,110258,110
2016_07_22 11_30,8713,110258,110
2016_07_22 11_40,8713,110258,110
2016_07_22 11_50,8713,110258,110
2016_07_22 12_00,8713,110258,110
2016_07_22 12_10,8713,110258,110
2016_07_22 12_20,8713,110258,110
2016_07_22 12_30,8713,110258,110
2016_07_22 12_40,8713,110258,110
2016_07_22 12_50,8713,110258,110
2016_07_22 13_00,8713,110258,110
2016_07_22 13_10,8713,110258,110
2016_07_22 13_20,8713,110258,110
2016_07_22 13_30,8713,110258,110
2016_07_22 13_40,8713,110258,110
2016_07_22 13_50,8713,110258,110
2016_07_22 14_00,8713,110258,110
2016_07_22 14_10,8713,110258,110
2016_07_22 14_20,8713,110258,110
2016_07_22 14_30,8713,110258,110
2016_07_22 14_40,8713,110258,110
2016_07_22 14_50,8713,110258,110
2016_07_22 15_00,8713,110625,110
2016_07_22 15_10,9116,110625,110
2016_07_22 15_20,9116,110625,110
2016_07_22 15_30,9116,110625,110
2016_07_22 15_40,9116,110625,110
2016_07_22 15_50,9116,110625,110
2016_07_22 16_00,9116,110625,110
2016_07_22 16_10,9116,110625,110
2016_07_22 16_20,9116,110625,110
2016_07_22 16_30,9116,110625,110
2016_07_22 16_40,9116,110625,110
2016_07_22 16_50,9116,110625,110
2016_07_22 17_00,9116,110625,110
2016_07_22 17_10,9116,110625,110
2016_07_22 17_20,9116,110625,110
2016_07_22 17_30,9116,110625,110
2016_07_22 17_40,9116,110625,110
2016_07_22 17_50,9116,110625,110
2016_07_22 18_00,9116,110625,110
2016_07_22 18_10,9116,110625,110
2016_07_22 18_20,9116,110625,110
2016_07_22 18_30,9116,110625,110
2016_07_22 18_40,9116,110625,110
2016_07_22 18_50,9116,110625,110
2016_07_22 19_00,9116,110625,110
2016_07_22 19_10,9116,110625,110
2016_07_22 19_20,9686,111140,110
2016_07_22 19_30,9686,111140,110
2016_07_22 19_40,9686,111140,110
2016_07_22 19_50,9686,111140,110
2016_07_22 20_00,9686,111140,110
2016_07_22 20_10,9686,111140,110
2016_07_22 20_20,9686,111140,110
2016_07_22 20_30,9686,111140,110
2016_07_22 20_40,9686,111140,110
2016_07_22 20_50,9686,111140,110
2016_07_22 21_00,9686,111140,110
2016_07_22 21_10,9686,111140,110
2016_07_22 21_20,9686,111140,110
2016_07_22 21_30,9686,111140,110
2016_07_22 21_40,9686,111140,110
2016_07_22 21_50,9686,111140,110
2016_07_22 22_00,9686,111140,110
2016_07_22 22_10,9686,111140,110
2016_07_22 22_20,9686,111140,110
2016_07_22 22_30,9686,111140,110
2016_07_22 22_40,9686,111140,110
2016_07_22 22_50,9686,111140,110
2016_07_22 23_00,9686,111140,110
2016_07_22 23_10,9686,111547,110
2016_07_22 23_20,10132,111140,110
2016_07_22 23_30,10132,111547,110
2016_07_22 23_40,10132,111547,110
2016_07_22 23_50,10132,111547,110
2016_07_23 00_00,10132,111547,110
2016_07_23 00_10,10132,111547,110
2016_07_23 00_20,10132,111547,110
2016_07_23 00_30,10132,111547,110
2016_07_23 00_40,10132,111547,110
2016_07_23 00_50,10132,111547,110
2016_07_23 01_00,10132,111547,110
2016_07_23 01_10,10132,111547,110
2016_07_23 01_20,10132,111547,110
2016_07_23 01_30,10132,111547,110
2016_07_23 01_40,10132,111547,110
2016_07_23 01_50,10132,111547,110
2016_07_23 02_00,10132,111547,110
2016_07_23 02_10,10132,111547,110
2016_07_23 02_20,10132,111547,110
2016_07_23 02_30,10132,111547,110
2016_07_23 02_40,10132,111547,110
2016_07_23 02_50,10132,111547,110
2016_07_23 03_00,10132,111547,110
2016_07_23 03_10,10132,111547,110
2016_07_23 03_20,10465,111547,110
2016_07_23 03_30,10465,111850,110
2016_07_23 03_40,10465,111850,110
2016_07_23 03_50,10465,111850,110
2016_07_23 04_00,10465,111850,110
2016_07_23 04_10,10465,111850,110
2016_07_23 04_20,10465,111850,110
2016_07_23 04_30,10465,111850,110
2016_07_23 04_40,10465,111850,110
2016_07_23 04_50,10465,111850,110
2016_07_23 05_00,10465,111850,110
2016_07_23 05_10,10465,111850,110
2016_07_23 05_20,10465,111850,110
2016_07_23 05_30,10465,111850,110
2016_07_23 05_40,10465,111850,110
2016_07_23 05_50,10465,111850,110
2016_07_23 06_00,10465,111850,110
2016_07_23 06_10,10465,111850,110
2016_07_23 06_20,10465,111850,110
2016_07_23 06_30,10465,111850,110
2016_07_23 06_40,10465,111850,110
2016_07_23 06_50,10465,111850,110
2016_07_23 07_00,10465,111850,110
2016_07_23 07_10,10465,111850,110
2016_07_23 07_20,10465,111850,110
2016_07_23 07_30,10465,111850,110
2016_07_23 07_40,10465,111850,110
2016_07_23 07_50,10465,111850,110
2016_07_23 08_00,10465,111850,110
2016_07_23 08_10,10465,111850,110
2016_07_23 08_20,10465,111850,110
2016_07_23 08_30,10465,111850,110
2016_07_23 08_40,10465,111850,110
2016_07_23 08_50,10465,111850,110
2016_07_23 09_00,10465,111850,110
2016_07_23 09_10,10465,111850,110
2016_07_23 09_20,10465,111850,110
2016_07_23 09_30,10465,111850,110
2016_07_23 09_40,10465,111850,110
2016_07_23 09_50,10465,111850,110
2016_07_23 10_00,10465,111850,110
2016_07_23 10_10,10465,111850,110
2016_07_23 10_20,10465,111850,110
2016_07_23 10_30,10465,111850,110
2016_07_23 10_40,10465,111850,110
2016_07_23 10_50,10465,111850,110
2016_07_23 11_00,10465,111850,110
2016_07_23 11_10,10792,112152,110
2016_07_23 11_20,10792,112152,110
2016_07_23 11_30,10792,112152,110
2016_07_23 11_40,10792,112152,110
2016_07_23 11_50,10792,112152,110
2016_07_23 12_00,10792,112152,110
2016_07_23 12_10,10792,112152,110
2016_07_23 12_20,10792,112152,110
2016_07_23 12_30,10792,112152,110
2016_07_23 12_40,10792,112152,110
2016_07_23 12_50,10792,112152,110
2016_07_23 13_00,10792,112152,110
2016_07_23 13_10,10792,112152,110
2016_07_23 13_20,10792,112152,110
2016_07_23 13_30,10792,112152,110
2016_07_23 13_40,10792,112152,110
2016_07_23 13_50,10792,112152,110
2016_07_23 14_00,10792,112152,110
2016_07_23 14_10,10792,112152,110
2016_07_23 14_20,10792,112152,110
2016_07_23 14_30,10792,112152,110
2016_07_23 14_40,10792,112152,110
2016_07_23 14_50,10792,112152,110
2016_07_23 15_00,11183,112504,110
2016_07_23 15_10,11183,112504,110
2016_07_23 15_20,11183,112504,110
2016_07_23 15_30,11183,112504,110
2016_07_23 15_40,11183,112504,110
2016_07_23 15_50,11183,112504,110
2016_07_23 16_00,11183,112504,110
2016_07_23 16_10,11183,112504,110
2016_07_23 16_20,11183,112504,110
2016_07_23 16_30,11183,112504,110
2016_07_23 16_40,11183,112504,110
2016_07_23 16_50,11183,112504,110
2016_07_23 17_00,11183,112504,110
2016_07_23 17_10,11183,112504,110
2016_07_23 17_20,11183,112504,110
2016_07_23 17_30,11183,112504,110
2016_07_23 17_40,11183,112504,110
2016_07_23 17_50,11183,112504,110
2016_07_23 18_00,11183,112504,110
2016_07_23 18_10,11183,112504,110
2016_07_23 18_20,11183,112504,110
2016_07_23 18_30,11183,112504,110
2016_07_23 18_40,11183,112504,110
2016_07_23 18_50,11183,112504,110
2016_07_23 19_00,11183,112504,110
2016_07_23 19_10,11566,112856,110
2016_07_23 19_20,11566,112856,110
2016_07_23 19_30,11566,112856,110
2016_07_23 19_40,11566,112856,110
2016_07_23 19_50,11566,112856,110
2016_07_23 20_00,11566,112856,110
2016_07_23 20_10,11566,112856,110
2016_07_23 20_20,11566,112856,110
2016_07_23 20_30,11566,112856,110
2016_07_23 20_40,11566,112856,110
2016_07_23 20_50,11566,112856,110
2016_07_23 21_00,11566,112856,110
2016_07_23 21_10,11566,112856,110
2016_07_23 21_20,11566,112856,110
2016_07_23 21_30,11566,112856,110
2016_07_23 21_40,11566,112856,110
2016_07_23 21_50,11566,112856,110
2016_07_23 22_00,11566,112856,110
2016_07_23 22_10,11566,112856,110
2016_07_23 22_20,11566,112856,110
2016_07_23 22_30,11566,112856,110
2016_07_23 22_40,11566,112856,110
2016_07_23 22_50,11566,112856,110
2016_07_23 23_00,11566,112856,110
2016_07_23 23_10,11566,113230,110
2016_07_23 23_20,11566,113230,110
2016_07_23 23_30,11969,113230,110
2016_07_23 23_40,11969,113230,110
2016_07_23 23_50,11969,113230,110
2016_07_24 00_00,11969,113230,110
2016_07_24 00_10,11969,113230,110
2016_07_24 00_20,11969,113230,110
2016_07_24 00_30,11969,113230,110
2016_07_24 00_40,11969,113230,110
2016_07_24 00_50,11969,113230,110
2016_07_24 01_00,11969,113230,110
2016_07_24 01_10,11969,113230,110
2016_07_24 01_20,11969,113230,110
2016_07_24 01_30,11969,113230,110
2016_07_24 01_40,11969,113230,110
2016_07_24 01_50,11969,113230,110
2016_07_24 02_00,11969,113230,110
2016_07_24 02_10,11969,113230,110
2016_07_24 02_20,11969,113230,110
2016_07_24 02_30,11969,113230,110
2016_07_24 02_40,11969,113230,110
2016_07_24 02_50,11969,113230,110
2016_07_24 03_00,11969,113230,110
2016_07_24 03_10,11969,113230,110
2016_07_24 03_20,11969,113485,110
2016_07_24 03_30,11969,113485,110
2016_07_24 03_40,12242,113485,110
2016_07_24 03_50,12242,113485,110
2016_07_24 04_00,12242,113485,110
2016_07_24 04_10,12242,113485,110
2016_07_24 04_20,12242,113485,110
2016_07_24 04_30,12242,113485,110
2016_07_24 04_40,12242,113485,110
2016_07_24 04_50,12242,113485,110
2016_07_24 05_00,12242,113485,110
2016_07_24 05_10,12242,113485,110
2016_07_24 05_20,12242,113485,110
2016_07_24 05_30,12242,113485,110
2016_07_24 05_40,12242,113485,110
2016_07_24 05_50,12242,113485,110
2016_07_24 06_00,12242,113485,110
2016_07_24 06_10,12242,113485,110
2016_07_24 06_20,12242,113485,110
2016_07_24 06_30,12242,113485,110
2016_07_24 06_40,12242,113485,110
2016_07_24 06_50,12242,113485,110
2016_07_24 07_00,12242,113485,110
2016_07_24 07_10,12242,113485,110
2016_07_24 07_20,12242,113485,110
2016_07_24 07_30,12242,113485,110
2016_07_24 07_40,12242,113485,110
2016_07_24 07_50,12242,113485,110
2016_07_24 08_00,12242,113485,110
2016_07_24 08_10,12242,113485,110
2016_07_24 08_20,12242,113485,110
2016_07_24 08_30,12242,113485,110
2016_07_24 08_40,12242,113485,110
2016_07_24 08_50,12242,113485,110
2016_07_24 09_00,12242,113485,110
2016_07_24 09_10,12242,113485,110
2016_07_24 09_20,12242,113485,110
2016_07_24 09_30,12242,113485,110
2016_07_24 09_40,12242,113485,110
2016_07_24 09_50,12242,113485,110
2016_07_24 10_00,12242,113485,110
2016_07_24 10_10,12242,113485,110
2016_07_24 10_20,12242,113485,110
2016_07_24 10_30,12242,113485,110
2016_07_24 10_40,12242,113485,110
2016_07_24 10_50,12242,113752,110
2016_07_24 11_00,12242,113485,110
2016_07_24 11_10,12531,113752,110
2016_07_24 11_20,12531,113752,110
2016_07_24 11_30,12531,113752,110
2016_07_24 11_40,12531,113752,110
2016_07_24 11_50,12531,113752,110
2016_07_24 12_00,12531,113752,110
2016_07_24 12_10,12531,113752,110
2016_07_24 12_20,12531,113752,110
2016_07_24 12_30,12531,113752,110
2016_07_24 12_40,12531,113752,110
2016_07_24 12_50,12531,113752,110
2016_07_24 13_00,12531,113752,110
2016_07_24 13_10,12531,113752,110
2016_07_24 13_20,12531,113752,110
2016_07_24 13_30,12531,113752,110
2016_07_24 13_40,12531,113752,110
2016_07_24 13_50,12531,113752,110
2016_07_24 14_00,12531,113752,110
2016_07_24 14_10,12531,113752,110
2016_07_24 14_20,12531,113752,110
2016_07_24 14_30,12531,113752,110
2016_07_24 14_40,12531,113752,110
2016_07_24 14_50,12531,114078,110
2016_07_24 15_00,12531,113752,110
2016_07_24 15_10,12883,114078,110
2016_07_24 15_20,12883,114078,110
2016_07_24 15_30,12883,114078,110
2016_07_24 15_40,12883,114078,110
2016_07_24 15_50,12883,114078,110
2016_07_24 16_00,12883,114078,110
2016_07_24 16_10,12883,114078,110
2016_07_24 16_20,12883,114078,110
2016_07_24 16_30,12883,114078,110
2016_07_24 16_40,12883,114078,110
2016_07_24 16_50,12883,114078,110
2016_07_24 17_00,12883,114078,110
2016_07_24 17_10,12883,114078,110
2016_07_24 17_20,12883,114078,110
2016_07_24 17_30,12883,114078,110
2016_07_24 17_40,12883,114078,110
2016_07_24 17_50,12883,114078,110
2016_07_24 18_00,12883,114078,110
2016_07_24 18_10,12883,114078,110
2016_07_24 18_20,12883,114078,110
2016_07_24 18_30,12883,114078,110
2016_07_24 18_40,12883,114078,110
2016_07_24 18_50,12883,114078,110
2016_07_24 19_00,12883,114078,110
2016_07_24 19_10,13274,114433,110
2016_07_24 19_20,13274,114433,110
2016_07_24 19_30,13274,114433,110
2016_07_24 19_40,13274,114433,110
2016_07_24 19_50,13274,114433,110
2016_07_24 20_00,13274,114433,110
2016_07_24 20_10,13274,114433,110
2016_07_24 20_20,13274,114433,110
2016_07_24 20_30,13274,114433,110
2016_07_24 20_40,13274,114433,110
2016_07_24 20_50,13274,114433,110
2016_07_24 21_00,13274,114433,110
2016_07_24 21_10,13274,114433,110
2016_07_24 21_20,13274,114433,110
2016_07_24 21_30,13274,114433,110
2016_07_24 21_40,13274,114433,110
2016_07_24 21_50,13274,114433,110
2016_07_24 22_00,13274,114433,110
2016_07_24 22_10,13274,114433,110
2016_07_24 22_20,13274,114433,110
2016_07_24 22_30,13274,114433,110
2016_07_24 22_40,13274,114433,110
2016_07_24 22_50,13274,114433,110
2016_07_24 23_00,13274,114433,110
2016_07_24 23_10,13633,114433,110
2016_07_24 23_20,13274,114769,110
2016_07_24 23_30,13633,114769,110
2016_07_24 23_40,13633,114769,110
2016_07_24 23_50,13633,114769,110
2016_07_25 00_00,13633,114769,110
2016_07_25 00_10,13633,114769,110
2016_07_25 00_20,13633,114769,110
2016_07_25 00_30,13633,114769,110
2016_07_25 00_40,13633,114769,110
2016_07_25 00_50,13633,114769,110
2016_07_25 01_00,13633,114769,110
2016_07_25 01_10,13633,114769,110
2016_07_25 01_20,13633,114769,110
2016_07_25 01_30,13633,114769,110
2016_07_25 01_40,13633,114769,110
2016_07_25 01_50,13633,114769,110
2016_07_25 02_00,13633,114769,110
2016_07_25 02_10,13633,114769,110
2016_07_25 02_20,13633,114769,110
2016_07_25 02_30,13633,114769,110
2016_07_25 02_40,13633,114769,110
2016_07_25 02_50,13633,114769,110
2016_07_25 03_00,13633,114769,110
2016_07_25 03_10,13633,114769,110
2016_07_25 03_20,13633,114769,110
2016_07_25 03_30,13633,114769,110
2016_07_25 03_40,13633,114769,110
2016_07_25 03_50,13633,114769,110
2016_07_25 04_00,13633,114769,110
2016_07_25 04_10,13633,114769,110
2016_07_25 04_20,13633,114769,110
2016_07_25 04_30,13633,114769,110
2016_07_25 04_40,13633,114769,110
2016_07_25 04_50,13633,114769,110
2016_07_25 05_00,13633,114769,110
2016_07_25 05_10,13633,114769,110
2016_07_25 05_20,13633,114769,110
2016_07_25 05_30,13633,114769,110
2016_07_25 05_40,13633,114769,110
2016_07_25 05_50,13633,114769,110
2016_07_25 06_00,13633,114769,110
2016_07_25 06_10,13633,114769,110
2016_07_25 06_20,13633,114769,110
2016_07_25 06_30,13633,114769,110
2016_07_25 06_40,13633,114769,110
2016_07_25 06_50,13633,114769,110
2016_07_25 07_00,13633,114769,110
2016_07_25 07_10,13633,114769,110
2016_07_25 07_20,14094,114769,110
2016_07_25 07_30,13633,114769,110
2016_07_25 07_40,14094,115188,110
2016_07_25 07_50,14094,115188,110
2016_07_25 08_00,14094,115188,110
2016_07_25 08_10,14094,115188,110
2016_07_25 08_20,14094,115188,110
2016_07_25 08_30,14094,115188,110
2016_07_25 08_40,14094,115188,110
2016_07_25 08_50,14094,115188,110
2016_07_25 09_00,14094,115188,110
2016_07_25 09_10,14094,115188,110
2016_07_25 09_20,14094,115188,110
2016_07_25 09_30,14094,115188,110
2016_07_25 09_40,14094,115188,110
2016_07_25 09_50,14094,115188,110
2016_07_25 10_00,14094,115188,110
2016_07_25 10_10,14094,115188,110
2016_07_25 10_20,14094,115188,110
2016_07_25 10_30,14094,115188,110
2016_07_25 10_40,14094,115188,110
2016_07_25 10_50,14094,115188,110
2016_07_25 11_00,14094,115188,110
2016_07_25 11_10,14094,115324,110
2016_07_25 11_20,14244,115324,110
2016_07_25 11_30,14244,115324,110
2016_07_25 11_40,14244,115324,110
2016_07_25 11_50,14244,115324,110
2016_07_25 12_00,14244,115324,110
2016_07_25 12_10,14244,115324,110
2016_07_25 12_20,14244,115324,110
2016_07_25 12_30,14244,115324,110
2016_07_25 12_40,14244,115324,110
2016_07_25 12_50,14244,115324,110
2016_07_25 13_00,14244,115324,110
2016_07_25 13_10,14244,115324,110
2016_07_25 13_20,14244,115324,110
2016_07_25 13_30,14244,115324,110
2016_07_25 13_40,14244,115324,110
2016_07_25 13_50,14244,115324,110
2016_07_25 14_00,14244,115324,110
2016_07_25 14_10,14244,115324,110
2016_07_25 14_20,14244,115324,110
2016_07_25 14_30,14244,115324,110
2016_07_25 14_40,14244,115324,110
2016_07_25 14_50,14244,115324,110
2016_07_25 15_00,14244,115753,110
2016_07_25 15_10,14707,115753,110
2016_07_25 15_20,14707,115753,110
2016_07_25 15_30,14707,115753,110
2016_07_25 15_40,14707,115753,110
2016_07_25 15_50,14707,115753,110
2016_07_25 16_00,14707,115753,110
2016_07_25 16_10,14707,115753,110
2016_07_25 16_20,14707,115753,110
2016_07_25 16_30,14707,115753,110
2016_07_25 16_40,14707,115753,110
2016_07_25 16_50,14707,115753,110
2016_07_25 17_00,14707,115753,110
2016_07_25 17_10,14707,115753,110
2016_07_25 17_20,14707,115753,110
2016_07_25 17_30,14707,115753,110
2016_07_25 17_40,14707,115753,110
2016_07_25 17_50,14707,115753,110
2016_07_25 18_00,14707,115753,110
2016_07_25 18_10,14707,115753,110
2016_07_25 18_20,14707,115753,110
2016_07_25 18_30,14707,115753,110
2016_07_25 18_40,14707,115753,110
2016_07_25 18_50,14707,115753,110
2016_07_25 19_00,14707,115753,110
2016_07_25 19_10,15087,115753,110
2016_07_25 19_20,14707,116113,110
2016_07_25 19_30,15087,116113,110
2016_07_25 19_40,15087,116113,110
2016_07_25 19_50,15087,116113,110
2016_07_25 20_00,15087,116113,110
2016_07_25 20_10,15087,116113,110
2016_07_25 20_20,15087,116113,110
2016_07_25 20_30,15087,116113,110
2016_07_25 20_40,15087,116113,110
2016_07_25 20_50,15087,116113,110
2016_07_25 21_00,15087,116113,110
2016_07_25 21_10,15087,116113,110
2016_07_25 21_20,15087,116113,110
2016_07_25 21_30,15087,116113,110
2016_07_25 21_40,15087,116113,110
2016_07_25 21_50,15087,116113,110
2016_07_25 22_00,15087,116113,110
2016_07_25 22_10,15087,116113,110
2016_07_25 22_20,15087,116113,110
2016_07_25 22_30,15087,116113,110
2016_07_25 22_40,15087,116113,110
2016_07_25 22_50,15087,116113,110
2016_07_25 23_00,15087,116113,110
2016_07_25 23_10,15087,116113,110
2016_07_25 23_20,15410,116413,110
2016_07_25 23_30,15410,116413,110
2016_07_25 23_40,15410,116413,110
2016_07_25 23_50,15410,116413,110
2016_07_26 00_00,15410,116413,110
2016_07_26 00_10,15410,116413,110
2016_07_26 00_20,15410,116413,110
2016_07_26 00_30,15410,116413,110
2016_07_26 00_40,15410,116413,110
2016_07_26 00_50,15410,116413,110
2016_07_26 01_00,15410,116413,110
2016_07_26 01_10,15410,116413,110
2016_07_26 01_20,15410,116413,110
2016_07_26 01_30,15410,116413,110
2016_07_26 01_40,15410,116413,110
2016_07_26 01_50,15410,116413,110
2016_07_26 02_00,15410,116413,110
2016_07_26 02_10,15410,116413,110
2016_07_26 02_20,15410,116413,110
2016_07_26 02_30,15410,116413,110
