Dates,Total Rating
2016_08_13 07_50,198786
2016_08_13 08_00,198786
2016_08_13 08_10,199035
2016_08_13 08_20,199035
2016_08_13 08_30,199035
2016_08_13 08_40,199035
2016_08_13 08_50,199035
2016_08_13 09_00,199035
2016_08_13 09_10,199035
2016_08_13 09_20,199035
2016_08_13 09_30,199035
2016_08_13 09_40,199035
2016_08_13 09_50,199035
2016_08_13 10_00,199035
2016_08_13 10_10,199035
2016_08_13 10_20,199035
2016_08_13 10_30,199035
2016_08_13 10_40,199035
2016_08_13 10_50,199035
2016_08_13 11_00,199035
2016_08_13 11_10,199147
2016_08_13 11_20,199147
2016_08_13 11_30,199147
2016_08_13 11_40,199147
2016_08_13 11_50,199147
2016_08_13 12_00,199147
2016_08_13 12_10,199147
2016_08_13 12_20,199147
2016_08_13 12_30,199147
2016_08_13 12_40,199147
2016_08_13 12_50,199147
2016_08_13 13_00,199147
2016_08_13 13_10,199147
2016_08_13 13_20,199147
2016_08_13 13_30,199147
2016_08_13 13_40,199147
2016_08_13 13_50,199147
2016_08_13 14_00,199147
2016_08_13 14_10,199147
2016_08_13 14_20,199147
2016_08_13 14_30,199147
2016_08_13 14_40,199147
2016_08_13 14_50,199147
2016_08_13 15_00,199147
2016_08_13 15_10,199430
2016_08_13 15_20,199430
2016_08_13 15_30,199430
2016_08_13 15_40,199430
2016_08_13 15_50,199430
2016_08_13 16_00,199430
2016_08_13 16_10,199430
2016_08_13 16_20,199430
2016_08_13 16_30,199430
2016_08_13 16_40,199430
2016_08_13 16_50,199430
2016_08_13 17_00,199430
2016_08_13 17_10,199430
2016_08_13 17_20,199430
2016_08_13 17_30,199430
2016_08_13 17_40,199430
2016_08_13 17_50,199430
2016_08_13 18_00,199430
2016_08_13 18_10,199430
2016_08_13 18_20,199430
2016_08_13 18_30,199430
2016_08_13 18_40,199430
2016_08_13 18_50,199430
2016_08_13 19_00,199430
2016_08_13 19_10,199682
2016_08_13 19_20,199682
2016_08_13 19_30,199682
2016_08_13 19_40,199682
2016_08_13 19_50,199682
2016_08_13 20_00,199682
2016_08_13 20_10,199682
2016_08_13 20_20,199682
2016_08_13 20_30,199682
2016_08_13 20_40,199682
2016_08_13 20_50,199682
2016_08_13 21_00,199682
2016_08_13 21_10,199682
2016_08_13 21_20,199682
2016_08_13 21_30,199682
2016_08_13 21_40,199682
2016_08_13 21_50,199682
2016_08_13 22_00,199682
2016_08_13 22_10,199682
2016_08_13 22_20,199682
2016_08_13 22_30,199682
2016_08_13 22_40,199682
2016_08_13 22_50,199682
2016_08_13 23_00,199682
2016_08_13 23_10,199908
2016_08_13 23_20,199908
2016_08_13 23_30,199682
2016_08_13 23_40,199908
2016_08_13 23_50,199908
2016_08_14 00_00,199908
2016_08_14 00_10,199908
2016_08_14 00_20,199908
2016_08_14 00_30,199908
2016_08_14 00_40,199908
2016_08_14 00_50,199908
2016_08_14 01_00,199908
2016_08_14 01_10,199908
2016_08_14 01_20,199908
2016_08_14 01_30,199908
2016_08_14 01_40,199908
2016_08_14 01_50,199908
2016_08_14 02_00,199908
2016_08_14 02_10,199908
2016_08_14 02_20,199908
2016_08_14 02_30,199908
2016_08_14 02_40,199908
2016_08_14 02_50,199908
2016_08_14 03_00,199908
2016_08_14 03_10,200132
2016_08_14 03_20,199908
2016_08_14 03_30,200132
2016_08_14 03_40,200132
2016_08_14 03_50,200132
2016_08_14 04_00,200132
2016_08_14 04_10,200132
2016_08_14 04_20,200132
2016_08_14 04_30,200132
2016_08_14 04_40,200132
2016_08_14 04_50,200132
2016_08_14 05_00,200132
2016_08_14 05_10,200132
2016_08_14 05_20,200132
2016_08_14 05_30,200132
2016_08_14 05_40,200132
2016_08_14 05_50,200132
2016_08_14 06_00,200132
2016_08_14 06_10,200132
2016_08_14 06_20,200132
2016_08_14 06_30,200132
2016_08_14 06_40,200132
2016_08_14 06_50,200132
2016_08_14 07_00,200132
2016_08_14 07_10,200132
2016_08_14 07_20,200132
2016_08_14 07_30,200132
2016_08_14 07_40,200132
2016_08_14 07_50,200132
2016_08_14 08_00,200132
2016_08_14 08_10,200132
2016_08_14 08_20,200132
2016_08_14 08_30,200132
2016_08_14 08_40,200132
2016_08_14 08_50,200132
2016_08_14 09_00,200132
2016_08_14 09_10,200132
2016_08_14 09_20,200132
2016_08_14 09_30,200132
2016_08_14 09_40,200132
2016_08_14 09_50,200132
2016_08_14 10_00,200132
2016_08_14 10_10,200132
2016_08_14 10_20,200132
2016_08_14 10_30,200132
2016_08_14 10_40,200132
2016_08_14 10_50,200132
2016_08_14 11_00,200312
2016_08_14 11_10,200132
2016_08_14 11_20,200312
2016_08_14 11_30,200312
2016_08_14 11_40,200312
2016_08_14 11_50,200312
2016_08_14 12_00,200312
2016_08_14 12_10,200312
2016_08_14 12_20,200312
2016_08_14 12_30,200312
2016_08_14 12_40,200312
2016_08_14 12_50,200312
2016_08_14 13_00,200312
2016_08_14 13_10,200312
2016_08_14 13_20,200312
2016_08_14 13_30,200312
2016_08_14 13_40,200312
2016_08_14 13_50,200312
2016_08_14 14_00,200312
2016_08_14 14_10,200312
2016_08_14 14_20,200312
2016_08_14 14_30,200312
2016_08_14 14_40,200312
2016_08_14 14_50,200312
2016_08_14 15_00,200312
2016_08_14 15_10,200542
2016_08_14 15_20,200542
2016_08_14 15_30,200542
2016_08_14 15_40,200542
2016_08_14 15_50,200542
2016_08_14 16_00,200542
2016_08_14 16_10,200542
2016_08_14 16_20,200542
2016_08_14 16_30,200542
2016_08_14 16_40,200542
2016_08_14 16_50,200542
2016_08_14 17_00,200542
2016_08_14 17_10,200542
2016_08_14 17_20,200542
2016_08_14 17_30,200542
2016_08_14 17_40,200542
2016_08_14 17_50,200542
2016_08_14 18_00,200542
2016_08_14 18_10,200542
2016_08_14 18_20,200542
2016_08_14 18_30,200542
2016_08_14 18_40,200542
2016_08_14 18_50,200542
2016_08_14 19_00,200542
2016_08_14 19_10,200542
2016_08_14 19_20,200767
2016_08_14 19_30,200767
2016_08_14 19_40,200767
2016_08_14 19_50,200767
2016_08_14 20_00,200767
2016_08_14 20_10,200767
2016_08_14 20_20,200767
2016_08_14 20_30,200767
2016_08_14 20_40,200767
2016_08_14 20_50,200767
2016_08_14 21_00,200767
2016_08_14 21_10,200767
2016_08_14 21_20,200767
2016_08_14 21_30,200767
2016_08_14 21_40,200767
2016_08_14 21_50,200767
2016_08_14 22_00,200767
2016_08_14 22_10,200767
2016_08_14 22_20,200767
2016_08_14 22_30,200767
2016_08_14 22_40,200767
2016_08_14 22_50,200767
2016_08_14 23_00,200767
2016_08_14 23_10,200767
2016_08_14 23_20,200998
2016_08_14 23_30,200998
2016_08_14 23_40,200998
2016_08_14 23_50,200998
2016_08_15 00_00,200998
2016_08_15 00_10,200998
2016_08_15 00_20,200998
2016_08_15 00_30,200998
2016_08_15 00_40,200998
2016_08_15 00_50,200998
2016_08_15 01_00,200998
2016_08_15 01_10,200998
2016_08_15 01_20,200998
2016_08_15 01_30,200998
2016_08_15 01_40,200998
2016_08_15 01_50,200998
2016_08_15 02_00,200998
2016_08_15 02_10,200998
2016_08_15 02_20,200998
2016_08_15 02_30,200998
2016_08_15 02_40,200998
2016_08_15 02_50,200998
2016_08_15 03_00,200998
2016_08_15 03_10,200998
2016_08_15 03_20,200998
2016_08_15 03_30,200998
2016_08_15 03_40,200998
2016_08_15 03_50,200998
2016_08_15 04_00,200998
2016_08_15 04_10,200998
2016_08_15 04_20,200998
2016_08_15 04_30,200998
2016_08_15 04_40,200998
2016_08_15 04_50,200998
2016_08_15 05_00,200998
2016_08_15 05_10,200998
2016_08_15 05_20,200998
2016_08_15 05_30,200998
2016_08_15 05_40,200998
2016_08_15 05_50,200998
2016_08_15 06_00,200998
2016_08_15 06_10,200998
2016_08_15 06_20,200998
2016_08_15 06_30,200998
2016_08_15 06_40,200998
2016_08_15 06_50,200998
2016_08_15 07_00,200998
2016_08_15 07_10,200998
2016_08_15 07_20,200998
2016_08_15 07_30,200998
2016_08_15 07_40,200998
2016_08_15 07_50,200998
2016_08_15 08_00,201245
2016_08_15 08_10,200998
2016_08_15 08_20,201245
2016_08_15 08_30,201245
2016_08_15 08_40,201245
2016_08_15 08_50,201245
2016_08_15 09_00,201245
2016_08_15 09_10,201245
2016_08_15 09_20,201245
2016_08_15 09_30,201245
2016_08_15 09_40,201245
2016_08_15 09_50,201245
2016_08_15 10_00,201245
2016_08_15 10_10,201245
2016_08_15 10_20,201245
2016_08_15 10_30,201245
2016_08_15 10_40,201245
2016_08_15 10_50,201245
2016_08_15 11_00,201245
2016_08_15 11_10,201245
2016_08_15 11_20,201245
2016_08_15 11_30,201245
2016_08_15 11_40,201245
2016_08_15 11_50,201245
2016_08_15 12_00,201245
2016_08_15 12_10,201245
2016_08_15 12_20,201245
2016_08_15 12_30,201245
2016_08_15 12_40,201245
2016_08_15 12_50,201245
2016_08_15 13_00,201245
2016_08_15 13_10,201245
2016_08_15 13_20,201245
2016_08_15 13_30,201245
2016_08_15 13_40,201245
2016_08_15 13_50,201245
2016_08_15 14_00,201245
2016_08_15 14_10,201245
2016_08_15 14_20,201245
2016_08_15 14_30,201245
2016_08_15 14_40,201245
2016_08_15 14_50,201533
2016_08_15 15_00,201533
2016_08_15 15_10,201533
2016_08_15 15_20,201533
2016_08_15 15_30,201533
2016_08_15 15_40,201533
2016_08_15 15_50,201533
2016_08_15 16_00,201533
2016_08_15 16_10,201533
2016_08_15 16_20,201533
2016_08_15 16_30,201533
2016_08_15 16_40,201533
2016_08_15 16_50,201533
2016_08_15 17_00,201533
2016_08_15 17_10,201533
2016_08_15 17_20,201533
2016_08_15 17_30,201533
2016_08_15 17_40,201533
2016_08_15 17_50,201533
2016_08_15 18_00,201533
2016_08_15 18_10,201533
2016_08_15 18_20,201533
2016_08_15 18_30,201533
2016_08_15 18_40,201533
2016_08_15 18_50,201533
2016_08_15 19_00,201533
2016_08_15 19_10,201751
2016_08_15 19_20,201751
2016_08_15 19_30,201751
2016_08_15 19_40,201751
2016_08_15 19_50,201751
2016_08_15 20_00,201751
2016_08_15 20_10,201751
2016_08_15 20_20,201751
2016_08_15 20_30,201751
2016_08_15 20_40,201751
2016_08_15 20_50,201751
2016_08_15 21_00,201751
2016_08_15 21_10,201751
2016_08_15 21_20,201751
2016_08_15 21_30,201751
2016_08_15 21_40,201751
2016_08_15 21_50,201751
2016_08_15 22_00,201751
2016_08_15 22_10,201751
2016_08_15 22_20,201751
2016_08_15 22_30,201751
2016_08_15 22_40,201751
2016_08_15 22_50,201751
2016_08_15 23_00,201751
2016_08_15 23_10,201751
2016_08_15 23_20,201936
2016_08_15 23_30,201936
2016_08_15 23_40,201936
2016_08_15 23_50,201936
2016_08_16 00_00,201936
2016_08_16 00_10,201936
2016_08_16 00_20,201936
2016_08_16 00_30,201936
2016_08_16 00_40,201936
2016_08_16 00_50,201936
2016_08_16 01_00,201936
2016_08_16 01_10,201936
2016_08_16 01_20,201936
2016_08_16 01_30,201936
2016_08_16 01_40,201936
2016_08_16 01_50,201936
2016_08_16 02_00,201936
2016_08_16 02_10,201936
2016_08_16 02_20,201936
2016_08_16 02_30,201936
2016_08_16 02_40,201936
2016_08_16 02_50,201936
2016_08_16 03_00,201936
2016_08_16 03_10,201936
2016_08_16 03_20,202113
2016_08_16 03_30,201936
2016_08_16 03_40,202113
2016_08_16 03_50,202113
2016_08_16 04_00,202113
2016_08_16 04_10,202113
2016_08_16 04_20,202113
2016_08_16 04_30,202113
2016_08_16 04_40,202113
2016_08_16 04_50,202113
2016_08_16 05_00,202113
2016_08_16 05_10,202113
2016_08_16 05_20,202113
2016_08_16 05_30,202113
2016_08_16 05_40,202113
2016_08_16 05_50,202113
2016_08_16 06_00,202113
2016_08_16 06_10,202113
2016_08_16 06_20,202113
2016_08_16 06_30,202113
2016_08_16 06_40,202113
2016_08_16 06_50,202113
2016_08_16 07_00,202113
2016_08_16 07_10,202113
2016_08_16 07_20,202113
2016_08_16 07_30,202113
2016_08_16 07_40,202113
2016_08_16 07_50,202113
2016_08_16 08_00,202113
2016_08_16 08_10,202113
2016_08_16 08_20,202113
2016_08_16 08_30,202113
2016_08_16 08_40,202113
2016_08_16 08_50,202113
2016_08_16 09_00,202113
2016_08_16 09_10,202113
2016_08_16 09_20,202113
2016_08_16 09_30,202113
2016_08_16 09_40,202113
2016_08_16 09_50,202113
2016_08_16 10_00,202113
2016_08_16 10_10,202113
2016_08_16 10_20,202113
2016_08_16 10_30,202113
2016_08_16 10_40,202113
2016_08_16 10_50,202113
2016_08_16 11_00,202113
2016_08_16 11_10,202113
2016_08_16 11_20,202269
2016_08_16 11_30,202269
2016_08_16 11_40,202269
2016_08_16 11_50,202269
2016_08_16 12_00,202269
2016_08_16 12_10,202269
2016_08_16 12_20,202269
2016_08_16 12_30,202269
2016_08_16 12_40,202269
2016_08_16 12_50,202269
2016_08_16 13_00,202269
2016_08_16 13_10,202269
2016_08_16 13_20,202269
2016_08_16 13_30,202269
2016_08_16 13_40,202269
2016_08_16 13_50,202269
2016_08_16 14_00,202269
2016_08_16 14_10,202269
2016_08_16 14_20,202269
2016_08_16 14_30,202269
2016_08_16 14_40,202269
2016_08_16 14_50,202269
2016_08_16 15_00,202269
2016_08_16 15_10,202455
2016_08_16 15_20,202455
2016_08_16 15_30,202455
2016_08_16 15_40,202455
2016_08_16 15_50,202455
2016_08_16 16_00,202455
2016_08_16 16_10,202455
2016_08_16 16_20,202455
2016_08_16 16_30,202455
2016_08_16 16_40,202455
2016_08_16 16_50,202455
2016_08_16 17_00,202455
2016_08_16 17_10,202455
2016_08_16 17_20,202455
2016_08_16 17_30,202455
2016_08_16 17_40,202455
2016_08_16 17_50,202455
2016_08_16 18_00,202455
2016_08_16 18_10,202455
2016_08_16 18_20,202455
2016_08_16 18_30,202455
2016_08_16 18_40,202455
2016_08_16 18_50,202455
2016_08_16 19_00,202623
2016_08_16 19_10,202455
2016_08_16 19_20,202623
2016_08_16 19_30,202623
2016_08_16 19_40,202623
2016_08_16 19_50,202623
2016_08_16 20_00,202623
2016_08_16 20_10,202623
2016_08_16 20_20,202623
2016_08_16 20_30,202623
2016_08_16 20_40,202623
2016_08_16 20_50,202623
2016_08_16 21_00,202623
2016_08_16 21_10,202623
2016_08_16 21_20,202623
2016_08_16 21_30,202623
2016_08_16 21_40,202623
2016_08_16 21_50,202623
2016_08_16 22_00,202623
2016_08_16 22_10,202623
2016_08_16 22_20,202623
2016_08_16 22_30,202623
2016_08_16 22_40,202623
2016_08_16 22_50,202623
2016_08_16 23_00,202623
2016_08_16 23_10,202623
2016_08_16 23_20,202826
2016_08_16 23_30,202826
2016_08_16 23_40,202826
2016_08_16 23_50,202826
2016_08_17 00_00,202826
2016_08_17 00_10,202826
2016_08_17 00_20,202826
2016_08_17 00_30,202826
2016_08_17 00_40,202826
2016_08_17 00_50,202826
2016_08_17 01_00,202826
2016_08_17 01_10,202826
2016_08_17 01_20,202826
2016_08_17 01_30,202826
2016_08_17 01_40,202826
2016_08_17 01_50,202826
2016_08_17 02_00,202826
2016_08_17 02_10,202826
2016_08_17 02_20,202826
2016_08_17 02_30,202826
2016_08_17 02_40,202826
2016_08_17 02_50,202826
2016_08_17 03_00,202826
2016_08_17 03_10,202826
2016_08_17 03_20,202826
2016_08_17 03_30,202826
2016_08_17 03_40,202826
2016_08_17 03_50,202826
2016_08_17 04_00,202826
2016_08_17 04_10,202826
2016_08_17 04_20,202826
2016_08_17 04_30,202826
2016_08_17 04_40,202826
2016_08_17 04_50,202826
2016_08_17 05_00,202826
2016_08_17 05_10,202826
2016_08_17 05_20,202826
2016_08_17 05_30,202826
2016_08_17 05_40,202826
2016_08_17 05_50,202826
2016_08_17 06_00,202826
2016_08_17 06_10,202826
2016_08_17 06_20,202826
2016_08_17 06_30,202826
2016_08_17 06_40,202826
2016_08_17 06_50,202826
2016_08_17 07_00,202826
2016_08_17 07_10,202826
2016_08_17 07_20,202826
2016_08_17 07_30,202826
2016_08_17 07_40,202991
2016_08_17 07_50,202826
2016_08_17 08_00,202991
2016_08_17 08_10,202991
2016_08_17 08_20,202991
2016_08_17 08_30,202991
2016_08_17 08_40,202991
2016_08_17 08_50,202991
2016_08_17 09_00,202991
2016_08_17 09_10,202991
2016_08_17 09_20,202991
2016_08_17 09_30,202991
2016_08_17 09_40,202991
2016_08_17 09_50,202991
2016_08_17 10_00,202991
2016_08_17 10_10,202991
2016_08_17 10_20,202991
2016_08_17 10_30,202991
2016_08_17 10_40,202991
2016_08_17 10_50,202991
2016_08_17 11_00,202991
2016_08_17 11_10,202991
2016_08_17 11_20,202991
2016_08_17 11_30,202991
2016_08_17 11_40,202991
2016_08_17 11_50,202991
2016_08_17 12_00,202991
2016_08_17 12_10,202991
2016_08_17 12_20,202991
2016_08_17 12_30,202991
2016_08_17 12_40,202991
2016_08_17 12_50,202991
2016_08_17 13_00,202991
2016_08_17 13_10,202991
2016_08_17 13_20,202991
2016_08_17 13_30,202991
2016_08_17 13_40,202991
2016_08_17 13_50,202991
2016_08_17 14_00,202991
2016_08_17 14_10,202991
2016_08_17 14_20,202991
2016_08_17 14_30,202991
2016_08_17 14_40,202991
2016_08_17 14_50,202991
2016_08_17 15_00,202991
2016_08_17 15_10,203215
2016_08_17 15_20,203215
2016_08_17 15_30,203215
2016_08_17 15_40,203215
2016_08_17 15_50,203215
2016_08_17 16_00,203215
2016_08_17 16_10,203215
2016_08_17 16_20,203215
2016_08_17 16_30,203215
2016_08_17 16_40,203215
2016_08_17 16_50,203215
2016_08_17 17_00,203215
2016_08_17 17_10,203215
2016_08_17 17_20,203215
2016_08_17 17_30,203215
2016_08_17 17_40,203215
2016_08_17 17_50,203215
2016_08_17 18_00,203215
2016_08_17 18_10,203215
2016_08_17 18_20,203215
2016_08_17 18_30,203215
2016_08_17 18_40,203215
2016_08_17 18_50,203215
2016_08_17 19_00,203215
2016_08_17 19_10,203405
2016_08_17 19_20,203405
2016_08_17 19_30,203405
2016_08_17 19_40,203405
2016_08_17 19_50,203405
2016_08_17 20_00,203405
2016_08_17 20_10,203405
2016_08_17 20_20,203405
2016_08_17 20_30,203405
2016_08_17 20_40,203405
2016_08_17 20_50,203405
2016_08_17 21_00,203405
2016_08_17 21_10,203405
2016_08_17 21_20,203405
2016_08_17 21_30,203405
2016_08_17 21_40,203405
2016_08_17 21_50,203405
2016_08_17 22_00,203405
2016_08_17 22_10,203405
2016_08_17 22_20,203405
2016_08_17 22_30,203405
2016_08_17 22_40,203405
2016_08_17 22_50,203405
2016_08_17 23_00,203405
2016_08_17 23_10,203405
2016_08_17 23_20,203405
2016_08_17 23_30,203567
2016_08_17 23_40,203567
2016_08_17 23_50,203567
2016_08_18 00_00,203567
2016_08_18 00_10,203567
2016_08_18 00_20,203567
2016_08_18 00_30,203567
2016_08_18 00_40,203567
2016_08_18 00_50,203567
2016_08_18 01_00,203567
2016_08_18 01_10,203567
2016_08_18 01_20,203567
2016_08_18 01_30,203567
2016_08_18 01_40,203567
2016_08_18 01_50,203567
2016_08_18 02_00,203567
2016_08_18 02_10,203567
2016_08_18 02_20,203567
2016_08_18 02_30,203567
2016_08_18 02_40,203567
2016_08_18 02_50,203567
2016_08_18 03_00,203567
2016_08_18 03_10,203567
2016_08_18 03_20,203567
2016_08_18 03_30,203727
2016_08_18 03_40,203727
2016_08_18 03_50,203727
2016_08_18 04_00,203727
2016_08_18 04_10,203727
2016_08_18 04_20,203727
2016_08_18 04_30,203727
2016_08_18 04_40,203727
2016_08_18 04_50,203727
2016_08_18 05_00,203727
2016_08_18 05_10,203727
2016_08_18 05_20,203727
2016_08_18 05_30,203727
2016_08_18 05_40,203727
2016_08_18 05_50,203727
2016_08_18 06_00,203727
2016_08_18 06_10,203727
2016_08_18 06_20,203727
2016_08_18 06_30,203727
2016_08_18 06_40,203727
2016_08_18 06_50,203727
2016_08_18 07_00,203727
2016_08_18 07_10,203727
2016_08_18 07_20,203727
2016_08_18 07_30,203727
2016_08_18 07_40,203727
2016_08_18 07_50,203727
2016_08_18 08_00,203727
2016_08_18 08_10,203727
2016_08_18 08_20,203727
2016_08_18 08_30,203727
2016_08_18 08_40,203727
2016_08_18 08_50,203727
2016_08_18 09_00,203727
2016_08_18 09_10,203727
2016_08_18 09_20,203727
2016_08_18 09_30,203727
2016_08_18 09_40,203727
2016_08_18 09_50,203727
2016_08_18 10_00,203727
2016_08_18 10_10,203727
2016_08_18 10_20,203727
2016_08_18 10_30,203727
2016_08_18 10_40,203727
2016_08_18 10_50,203727
2016_08_18 11_00,203727
2016_08_18 11_10,203860
2016_08_18 11_20,203860
2016_08_18 11_30,203860
2016_08_18 11_40,203860
2016_08_18 11_50,203860
2016_08_18 12_00,203860
2016_08_18 12_10,203860
2016_08_18 12_20,203860
2016_08_18 12_30,203860
2016_08_18 12_40,203860
2016_08_18 12_50,203860
2016_08_18 13_00,203860
2016_08_18 13_10,203860
2016_08_18 13_20,203860
2016_08_18 13_30,203860
2016_08_18 13_40,203860
2016_08_18 13_50,203860
2016_08_18 14_00,203860
2016_08_18 14_10,203860
2016_08_18 14_20,203860
2016_08_18 14_30,203860
2016_08_18 14_40,203860
2016_08_18 14_50,203860
2016_08_18 15_00,203860
2016_08_18 15_10,204000
2016_08_18 15_20,204000
2016_08_18 15_30,204000
2016_08_18 15_40,204000
2016_08_18 15_50,204000
2016_08_18 16_00,204000
2016_08_18 16_10,204000
2016_08_18 16_20,204000
2016_08_18 16_30,204000
2016_08_18 16_40,204000
2016_08_18 16_50,204000
2016_08_18 17_00,204000
2016_08_18 17_10,204000
2016_08_18 17_20,204000
2016_08_18 17_30,204000
2016_08_18 17_40,204000
2016_08_18 17_50,204000
2016_08_18 18_00,204000
2016_08_18 18_10,204000
2016_08_18 18_20,204000
2016_08_18 18_30,204000
2016_08_18 18_40,204000
2016_08_18 18_50,204144
2016_08_18 19_00,204000
2016_08_18 19_10,204144
2016_08_18 19_20,204144
2016_08_18 19_30,204144
2016_08_18 19_40,204144
2016_08_18 19_50,204144
2016_08_18 20_00,204144
2016_08_18 20_10,204144
2016_08_18 20_20,204144
2016_08_18 20_30,204144
2016_08_18 20_40,204144
2016_08_18 20_50,204144
2016_08_18 21_00,204144
2016_08_18 21_10,204144
2016_08_18 21_20,204144
2016_08_18 21_30,204144
2016_08_18 21_40,204144
2016_08_18 21_50,204144
2016_08_18 22_00,204144
2016_08_18 22_10,204144
2016_08_18 22_20,204144
2016_08_18 22_30,204144
2016_08_18 22_40,204144
2016_08_18 22_50,204144
2016_08_18 23_00,204144
2016_08_18 23_10,204144
2016_08_18 23_20,204331
2016_08_18 23_30,204331
2016_08_18 23_40,204331
2016_08_18 23_50,204331
2016_08_19 00_00,204331
2016_08_19 00_10,204331
2016_08_19 00_20,204331
2016_08_19 00_30,204331
2016_08_19 00_40,204331
2016_08_19 00_50,204331
2016_08_19 01_00,204331
2016_08_19 01_10,204331
2016_08_19 01_20,204331
2016_08_19 01_30,204331
2016_08_19 01_40,204331
2016_08_19 01_50,204331
2016_08_19 02_00,204331
2016_08_19 02_10,204331
2016_08_19 02_20,204331
2016_08_19 02_30,204331
2016_08_19 02_40,204331
2016_08_19 02_50,204331
2016_08_19 03_00,204331
2016_08_19 03_10,204331
2016_08_19 03_20,204331
2016_08_19 03_30,204331
2016_08_19 03_40,204331
2016_08_19 03_50,204331
2016_08_19 04_00,204331
2016_08_19 04_10,204331
2016_08_19 04_20,204331
2016_08_19 04_30,204331
2016_08_19 04_40,204331
2016_08_19 04_50,204331
2016_08_19 05_00,204331
2016_08_19 05_10,204331
2016_08_19 05_20,204331
2016_08_19 05_30,204331
2016_08_19 05_40,204331
2016_08_19 05_50,204331
2016_08_19 06_00,204331
2016_08_19 06_10,204331
2016_08_19 06_20,204331
2016_08_19 06_30,204331
2016_08_19 06_40,204331
2016_08_19 06_50,204331
2016_08_19 07_00,204331
2016_08_19 07_10,204331
2016_08_19 07_20,204331
2016_08_19 07_30,204475
2016_08_19 07_40,204475
2016_08_19 07_50,204475
2016_08_19 08_00,204475
2016_08_19 08_10,204475
2016_08_19 08_20,204475
2016_08_19 08_30,204475
2016_08_19 08_40,204475
2016_08_19 08_50,204475
2016_08_19 09_00,204475
2016_08_19 09_10,204475
2016_08_19 09_20,204475
2016_08_19 09_30,204475
2016_08_19 09_40,204475
2016_08_19 09_50,204475
2016_08_19 10_00,204475
2016_08_19 10_10,204475
2016_08_19 10_20,204475
2016_08_19 10_30,204475
2016_08_19 10_40,204475
2016_08_19 10_50,204548
2016_08_19 11_00,204548
2016_08_19 11_10,204548
2016_08_19 11_20,204548
2016_08_19 11_30,204548
2016_08_19 11_40,204548
2016_08_19 11_50,204548
2016_08_19 12_00,204548
2016_08_19 12_10,204548
2016_08_19 12_20,204548
2016_08_19 12_30,204548
2016_08_19 12_40,204548
2016_08_19 12_50,204548
2016_08_19 13_00,204548
2016_08_19 13_10,204548
2016_08_19 13_20,204548
2016_08_19 13_30,204548
2016_08_19 13_40,204548
2016_08_19 13_50,204548
2016_08_19 14_00,204548
2016_08_19 14_10,204548
2016_08_19 14_20,204548
2016_08_19 14_30,204548
2016_08_19 14_40,204548
2016_08_19 14_50,204548
2016_08_19 15_00,204659
2016_08_19 15_10,204659
2016_08_19 15_20,204659
2016_08_19 15_30,204659
2016_08_19 15_40,204659
2016_08_19 15_50,204659
2016_08_19 16_00,204659
2016_08_19 16_10,204659
2016_08_19 16_20,204659
2016_08_19 16_30,204659
2016_08_19 16_40,204659
2016_08_19 16_50,204659
2016_08_19 17_00,204659
2016_08_19 17_10,204659
2016_08_19 17_20,204659
2016_08_19 17_30,204659
2016_08_19 17_40,204659
2016_08_19 17_50,204659
2016_08_19 18_00,204659
2016_08_19 18_10,204659
2016_08_19 18_20,204659
2016_08_19 18_30,204659
2016_08_19 18_40,204659
2016_08_19 18_50,204659
2016_08_19 19_00,204659
2016_08_19 19_10,204659
2016_08_19 19_20,204822
2016_08_19 19_30,204822
2016_08_19 19_40,204822
2016_08_19 19_50,204822
2016_08_19 20_00,204822
2016_08_19 20_10,204822
2016_08_19 20_20,204822
2016_08_19 20_30,204822
2016_08_19 20_40,204822
2016_08_19 20_50,204822
2016_08_19 21_00,204822
2016_08_19 21_10,204822
2016_08_19 21_20,204822
2016_08_19 21_30,204822
2016_08_19 21_40,204822
2016_08_19 21_50,204822
2016_08_19 22_00,204822
2016_08_19 22_10,204822
2016_08_19 22_20,204822
2016_08_19 22_30,204822
2016_08_19 22_40,204822
2016_08_19 22_50,204822
2016_08_19 23_00,204822
2016_08_19 23_10,204822
2016_08_19 23_20,204822
2016_08_19 23_30,204972
2016_08_19 23_40,204972
2016_08_19 23_50,204972
2016_08_20 00_00,204972
2016_08_20 00_10,204972
2016_08_20 00_20,204972
2016_08_20 00_30,204972
2016_08_20 00_40,204972
2016_08_20 00_50,204972
2016_08_20 01_00,204972
2016_08_20 01_10,204972
2016_08_20 01_20,204972
2016_08_20 01_30,204972
2016_08_20 01_40,204972
2016_08_20 01_50,204972
2016_08_20 02_00,204972
2016_08_20 02_10,204972
2016_08_20 02_20,204972
2016_08_20 02_30,204972
2016_08_20 02_40,204972
2016_08_20 02_50,204972
2016_08_20 03_00,204972
2016_08_20 03_10,204972
2016_08_20 03_20,204972
2016_08_20 03_30,204972
2016_08_20 03_40,204972
2016_08_20 03_50,204972
2016_08_20 04_00,204972
2016_08_20 04_10,204972
2016_08_20 04_20,204972
2016_08_20 04_30,204972
2016_08_20 04_40,204972
2016_08_20 04_50,204972
2016_08_20 05_00,204972
2016_08_20 05_10,204972
2016_08_20 05_20,204972
2016_08_20 05_30,204972
2016_08_20 05_40,204972
2016_08_20 05_50,204972
2016_08_20 06_00,204972
2016_08_20 06_10,204972
