2016_07_21 12_20,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 12_30,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 12_40,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 12_50,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 13_00,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 13_10,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 13_20,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 13_30,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 13_40,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 13_50,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 14_00,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 14_10,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 14_20,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 14_30,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 14_40,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 14_50,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 15_00,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 15_10,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 15_20,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 15_30,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 15_40,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 15_50,3.9,1319394,58,"748562, 171872, 121282, 73093, 204585"
2016_07_21 16_00,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 16_10,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 16_20,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 16_30,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 16_40,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 16_50,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 17_00,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 17_10,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 17_20,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 17_30,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 17_40,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 17_50,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 18_00,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 18_10,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 18_20,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 18_30,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 18_40,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 18_50,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 19_00,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 19_10,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 19_20,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 19_30,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 19_40,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 19_50,3.9,1334278,58,"757714, 174065, 122554, 73640, 206305"
2016_07_21 20_00,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 20_10,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 20_20,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 20_30,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 20_40,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 20_50,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 21_00,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 21_10,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 21_20,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 21_30,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 21_40,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 21_50,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 22_00,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 22_10,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 22_20,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 22_30,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 22_40,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 22_50,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 23_00,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 23_10,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 23_20,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 23_30,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 23_40,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_21 23_50,3.9,1344609,58,"764122, 175799, 123459, 73972, 207257"
2016_07_22 00_00,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 00_10,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 00_20,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 00_30,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 00_40,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 00_50,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 01_00,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 01_10,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 01_20,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 01_30,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 01_40,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 01_50,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 02_00,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 02_10,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 02_20,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 02_30,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 02_40,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 02_50,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 03_00,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 03_10,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 03_20,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 03_30,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 03_40,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 03_50,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 04_00,3.9,1357265,58,"771895, 177363, 124537, 74479, 208991"
2016_07_22 04_10,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 04_20,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 04_30,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 04_40,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 04_50,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 05_00,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 05_10,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 05_20,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 05_30,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 05_40,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 05_50,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 06_00,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 06_10,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 06_20,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 06_30,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 06_40,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 06_50,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 07_00,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 07_10,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 07_20,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 07_30,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 07_40,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 07_50,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 08_00,3.9,1370721,58,"779256, 179345, 125886, 75228, 211006"
2016_07_22 08_10,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 08_20,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 08_30,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 08_40,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 08_50,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 09_00,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 09_10,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 09_20,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 09_30,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 09_40,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 09_50,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 10_00,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 10_10,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 10_20,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 10_30,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 10_40,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 10_50,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 11_00,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 11_10,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 11_20,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 11_30,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 11_40,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 11_50,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 12_00,3.9,1389049,58,"788267, 181820, 127976, 76578, 214408"
2016_07_22 12_10,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 12_20,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 12_30,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 12_40,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 12_50,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 13_00,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 13_10,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 13_20,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 13_30,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 13_40,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 13_50,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 14_00,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 14_10,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 14_20,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 14_30,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 14_40,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 14_50,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 15_00,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 15_10,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 15_20,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 15_30,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 15_40,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 15_50,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 16_00,3.9,1402647,58,"796129, 183761, 129301, 77211, 216245"
2016_07_22 16_10,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 16_20,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 16_30,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 16_40,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 16_50,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 17_00,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 17_10,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 17_20,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 17_30,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 17_40,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 17_50,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 18_00,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 18_10,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 18_20,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 18_30,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 18_40,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 18_50,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 19_00,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 19_10,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 19_20,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 19_30,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 19_40,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 19_50,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 20_00,3.9,1414942,58,"803463, 185404, 130405, 77670, 218000"
2016_07_22 20_10,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 20_20,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 20_30,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 20_40,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 20_50,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 21_00,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 21_10,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 21_20,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 21_30,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 21_40,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 21_50,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 22_00,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 22_10,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 22_20,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 22_30,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 22_40,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 22_50,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 23_00,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 23_10,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 23_20,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 23_30,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 23_40,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_22 23_50,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_23 00_00,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_23 00_10,3.9,1424989,58,"809289, 186871, 131403, 78175, 219251"
2016_07_23 00_20,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 00_30,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 00_40,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 00_50,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 01_00,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 01_10,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 01_20,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 01_30,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 01_40,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 01_50,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 02_00,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 02_10,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 02_20,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 02_30,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 02_40,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 02_50,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 03_00,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 03_10,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 03_20,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 03_30,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 03_40,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 03_50,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 04_00,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 04_10,3.9,1431662,58,"813198, 187860, 132116, 78504, 219984"
2016_07_23 04_20,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 04_30,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 04_40,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 04_50,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 05_00,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 05_10,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 05_20,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 05_30,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 05_40,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 05_50,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 06_00,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 06_10,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 06_20,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 06_30,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 06_40,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 06_50,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 07_00,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 07_10,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
2016_07_23 07_20,3.9,1439453,58,"817592, 189026, 132915, 78908, 221012"
